brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Car_Age,Price_per_KM,Milage_per_Year
BMW,X6 xDrive50i,2019,45000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,46999.0,7,1.0443990133552588,5625.0
Chevrolet,Camaro LT1,2022,6700,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,39500.0,4,5.894642590658111,1340.0
Porsche,Taycan Base,2021,6785,Gasoline,Electric,2-Speed Automatic,Gentian Blue Metallic,Black,None reported,Yes,108900.0,5,16.047745358090186,1130.8333333333333
Mercedes-Benz,S-Class S 63 AMG,2015,40900,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,–,None reported,Yes,59750.0,11,1.460844478130119,3408.3333333333335
Cadillac,Escalade ESV Premium Luxury,2018,74150,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gold,Brown,None reported,Yes,45000.0,8,0.6068697657482705,8238.888888888889
Toyota,Camry Hybrid XLE,2014,94448,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,None reported,Yes,15999.0,12,0.16939300574913446,7265.2307692307695
Audi,A6 3.0T Prestige,2015,108000,Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,19998.0,11,0.18516495217636875,9000.0
BMW,X5 M Base,2012,118000,Gasoline,555.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Orange,At least 1 accident or damage reported,Yes,17000.0,14,0.14406657570698553,7866.666666666667
Jaguar,F-PACE SVR,2020,38800,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,57500.0,6,1.4819205690574986,5542.857142857143
BMW,740 i,2017,55000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,40000.0,9,0.7272595043726477,5500.0
BMW,M340 i xDrive,2021,34967,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,49999.0,5,1.4298501487073896,5827.833333333333
Jeep,Wrangler Unlimited Sport,2016,85325,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,Black,None reported,Yes,30000.0,10,0.35159271499894523,7756.818181818182
RAM,2500 Tradesman,2018,63750,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,36000.0,8,0.5646970243604021,7083.333333333333
Ford,Mustang V6,2016,87248,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,19999.0,10,0.22921752684844526,7931.636363636364
Mercedes-Benz,GL-Class GL 450,2011,112854,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,11999.0,15,0.10632227194187231,7053.375
Rivian,R1S Adventure Package,2023,1150,Gasoline,835.0HP Electric Motor Electric Fuel System,A/T,Green,Black,None reported,Yes,96850.0,3,84.14422241529105,287.5
Tesla,Model Y Long Range,2023,10000,Gasoline,425.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,48000.0,3,4.7995200479952,2500.0
Mercedes-Benz,E-Class E 350,2022,14100,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,Yes,53000.0,4,3.7585986809446137,2820.0
BMW,X7 xDrive40i,2023,14360,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,Yes,85495.0,3,5.953276234245526,3590.0
Chevrolet,Trailblazer RS,2023,10000,Gasoline,155.0HP 1.3L 3 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,Yes,32000.0,3,3.1996800319968,2500.0
Chevrolet,Suburban 1500 LTZ,2015,217500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,20000.0,11,0.09195360021333235,18125.0
Chevrolet,Suburban Premier,2021,73846,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Midnight Blue Metallic,Jet Black,None reported,Yes,60995.0,5,0.8259644941568378,12307.666666666666
Jeep,Gladiator Overland,2020,40000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,45000.0,6,1.1249718757031075,5714.285714285715
GMC,Yukon XL AT4,2023,9980,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,82000.0,3,8.215609658350866,2495.0
Mazda,Mazda6 Grand Touring Reserve,2019,41997,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,24995.0,7,0.5951473879708558,5249.625
Alfa,Romeo Giulia Ti,2021,2000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,Yes,39000.0,5,19.490254872563717,333.3333333333333
Mercedes-Benz,CLA-Class CLA 250,2016,42750,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,22999.0,10,0.537975719866202,3886.3636363636365
BMW,330 330i xDrive,2019,19473,Gasoline,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,Alpine White,Canberra Beige,None reported,Yes,31698.0,7,1.6277087398582726,2434.125
Volkswagen,Beetle 2.0T S,2019,35340,Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,23000.0,7,0.6508021844316799,4417.5
Mercedes-Benz,CLK-Class CLK 350,2008,93000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,12000.0,18,0.12903087063579963,4894.736842105263
Audi,RS 7 4.0T Prestige,2014,66150,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,47995.0,12,0.725537028918686,5088.461538461538
Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,2022,19352,Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Blue,Beige,None reported,Yes,54599.0,4,2.8212163488864777,3870.4
Land,Rover Range Rover Supercharged LWB,2020,81000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,64800.0,6,0.7999901235787212,11571.42857142857
Toyota,Sequoia Limited,2011,183000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Beige,None reported,Yes,16000.0,15,0.08743121622286217,11437.5
Jeep,Wrangler X,2004,44000,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Green,Green,At least 1 accident or damage reported,Yes,24999.0,22,0.5681461784959433,1913.0434782608695
Audi,S5 3.0T Premium,2021,18100,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,51800.0,5,2.8617203469421577,3016.6666666666665
Land,Rover Range Rover Sport Supercharged,2011,40000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Brown,At least 1 accident or damage reported,Yes,20000.0,15,0.4999875003124922,2500.0
Mercedes-Benz,Sprinter 2500,2011,120000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Gray,None reported,Yes,31999.0,15,0.26665611119907334,7500.0
Toyota,Sequoia Platinum,2023,325,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Blue,Gray,None reported,Yes,84997.0,3,260.7269938650307,81.25
Maserati,Quattroporte S GranLusso,2017,55000,Gasoline,405.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,39100.0,9,0.7108961655242632,5500.0
Lamborghini,Aventador SVJ Base,2021,6987,Gasoline,6.5L V12 48V MPFI DOHC,7-Speed,–,Nero Ade,None reported,Yes,749950.0,5,107.31969089868346,1164.5
Ford,Mustang Bullitt,2019,48500,Gasoline,480.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,44999.0,7,0.927795303189625,6062.5
RAM,2500 Tradesman,2018,52000,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,None reported,Yes,50000.0,8,0.9615199707697929,5777.777777777777
Toyota,FJ Cruiser Base,2007,179000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,17900.0,19,0.09999944134390311,8950.0
Dodge,Charger Scat Pack,2019,42626,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Red,None reported,Yes,42000.0,7,0.9852910127384052,5328.25
Lexus,GX 460 Base,2018,65900,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,34700.0,8,0.526547396852855,7322.222222222223
Genesis,GV80 2.5T,2022,7523,Gasoline,2.5L I4 16V PDI DOHC Turbo,8-Speed Automatic,Black,Black,None reported,Yes,54543.0,4,7.249202551834131,1504.6
Jaguar,F-PACE 30t R-Sport,2019,34365,Gasoline,2.0 Liter,Automatic,Yulong,Ebony,None reported,Yes,59598.0,7,1.7342140487691322,4295.625
Kia,Sportage S,2021,16949,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Hyper Red,Black,None reported,Yes,24995.0,5,1.474631268436578,2824.8333333333335
Mercedes-Benz,S-Class S 580 4MATIC,2022,7968,Hybrid,496.0HP 4.0L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,White,White,None reported,Yes,104999.0,4,13.175931735474965,1593.6
Porsche,Panamera Base,2018,61000,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,57500.0,8,0.9426074982377338,6777.777777777777
INFINITI,QX80 Base,2018,100564,Gasoline,5.6L V8 32V GDI DOHC,7-Speed Automatic,Black,Graphite,None reported,Yes,23105.0,8,0.22975190175508378,11173.777777777777
Ford,Maverick Lariat,2022,13700,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Brown,None reported,Yes,39500.0,4,2.8830012407853443,2740.0
Kia,Telluride SX,2021,38612,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Ebony Black,Black,None reported,Yes,42242.0,5,1.0939838914355269,6435.333333333333
Chevrolet,Colorado Z85,2005,155000,Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,7995.0,21,0.05158031238508139,7045.454545454545
Mercedes-Benz,E-Class E 550,2017,56000,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,White,None reported,Yes,35750.0,9,0.6383814574739737,5600.0
Land,Rover Range Rover Sport SVR,2022,15107,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Santorini Black Metallic,Ebony,None reported,Yes,114900.0,4,7.605242255758538,3021.4
Toyota,Corolla Hybrid LE,2022,44459,Hybrid,121.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,None reported,Yes,22945.0,4,0.5160818713450293,8891.8
Mercedes-Benz,E-Class E 300 4MATIC,2017,31000,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,White,At least 1 accident or damage reported,Yes,38000.0,9,1.2257669107448146,3100.0
Mercedes-Benz,SLK-Class SLK 350,2012,44000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,White,At least 1 accident or damage reported,Yes,22222.0,14,0.505033976500534,2933.3333333333335
Mercedes-Benz,E-Class E 400 4MATIC,2018,22558,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Black,None reported,Yes,47645.0,8,2.112017376656767,2506.4444444444443
Jeep,Wrangler X,2003,116157,Gasoline,210.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Beige,Beige,None reported,Yes,14250.0,23,0.12267773205461527,4839.875
Lincoln,Navigator Premiere,2018,23500,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,50000.0,8,2.1275690396153357,2611.1111111111113
Chevrolet,Corvette Base,2008,28150,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,31000.0,18,1.101204220098753,1481.578947368421
GMC,Yukon XL Denali,2016,137500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,29500.0,10,0.2145438942262238,12500.0
Mercedes-Benz,Metris Base,2021,2284,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Tan,None reported,Yes,157500.0,5,68.92778993435448,380.6666666666667
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,350,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,195000.0,3,555.5555555555555,87.5
Ford,Explorer XLT,2017,169000,E85 Flex Fuel,290.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,None reported,Yes,13000.0,9,0.07692262175963456,16900.0
Ferrari,488 GTB Base,2018,17761,Gasoline,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Rosso Corsa,Nero,None reported,Yes,243900.0,8,13.731561761062943,1973.4444444444443
Chevrolet,Camaro 2SS,2010,8949,Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,None reported,Yes,30000.0,16,3.35195530726257,526.4117647058823
BMW,750 i xDrive,2020,25108,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,66000.0,6,2.628539567485762,3586.8571428571427
Land,Rover Range Rover 3.0L Supercharged HSE,2016,103000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,33999.0,10,0.33008417394005884,9363.636363636364
Porsche,911 Carrera 4 Cabriolet,2003,87600,Gasoline,315.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,32000.0,23,0.3652926336457346,3650.0
Maserati,MC20 Base,2022,1087,Gasoline,3.0L V6 24V PDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Matte White,Black,None reported,Yes,279000.0,4,256.43382352941177,217.4
Mercedes-Benz,CLA-Class CLA 250,2015,76753,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,15999.0,11,0.20844516246710268,6396.083333333333
Mercedes-Benz,Metris Base,2019,10500,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,79500.0,7,7.570707551661746,1312.5
Mercedes-Benz,E-Class E 350 4MATIC,2011,199000,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,9250.0,15,0.04648217848151517,12437.5
Lexus,LS 460 L,2007,127980,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,9999.0,19,0.07812878474148506,6399.0
BMW,X6 xDrive40i,2023,16307,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Red,White,None reported,Yes,71400.0,3,4.378219278881531,4076.75
Audi,S5 3.0T Prestige,2021,13566,Gasoline,3.0L,1-Speed Automatic,Daytona Gray Pearl Effect,Magma Red,None reported,Yes,57900.0,5,4.267708410112774,2261.0
Audi,Q7 Premium Plus,2022,22588,Hybrid,3.0 Liter TFSI,Automatic,Navarra Blue,Saiga Beige,None reported,Yes,52598.0,4,2.3284784629687016,4517.6
Jaguar,XE 25t,2019,41452,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,22500.0,7,0.5427833932405375,5181.5
Genesis,G80 3.3T Sport,2019,57500,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,32990.0,7,0.5737291525364776,7187.5
BMW,M2 Competition,2020,500,Gasoline,405.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,70000.0,6,139.72055888223554,71.42857142857143
Subaru,Impreza WRX Premium,2014,55000,Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Black,None reported,Yes,30000.0,12,0.5454446282794858,4230.7692307692305
GMC,Sierra 2500 Base,2021,8210,Gasoline,401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,55000.0,5,6.6983315065156495,1368.3333333333333
Lincoln,Nautilus Reserve,2021,18160,Gasoline,2.7L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Silver Radiance,Slate,None reported,Yes,46850.0,5,2.579703760806123,3026.6666666666665
Jaguar,XF XFR-S,2013,4279,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,70000.0,13,16.35514018691589,305.64285714285717
Mercedes-Benz,Sprinter Normal Roof,2013,39748,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,54995.0,13,1.3835568190394727,2839.1428571428573
Toyota,Tacoma PreRunner,2013,65000,Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,20500.0,13,0.3153797633882556,4642.857142857143
BMW,Z4 sDrive28i,2016,59000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,25000.0,10,0.42372163183674855,5363.636363636364
BMW,530e Base,2022,22700,Plug-In Hybrid,288.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,A/T,White,Black,None reported,Yes,47000.0,4,2.070393374741201,4540.0
Mercedes-Benz,GLA 250 Base 4MATIC,2018,56578,E85 Flex Fuel,208.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,7-Speed A/T,White,Black,None reported,Yes,20900.0,8,0.36939500521394864,6286.444444444444
Hyundai,Genesis 4.6,2010,153332,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,10000.0,16,0.06521753308159366,9019.529411764706
Cadillac,ATS 3.6L Luxury,2013,89700,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Red,None reported,Yes,17999.0,13,0.2006555110868329,6407.142857142857
GMC,Sierra 1500 SLT,2021,23400,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,52000.0,5,2.222127259518824,3900.0
Mercedes-Benz,Sprinter High Roof,2015,110000,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,29000.0,11,0.2636339669639367,9166.666666666666
Jaguar,XJ Vanden Plas,2008,87888,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,11990.0,18,0.13642207784819488,4625.684210526316
Lexus,RC 350 Base,2015,73800,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Black,Black,None reported,Yes,26999.0,11,0.36583515128521293,6150.0
Audi,S3 2.0T Premium Plus,2015,78124,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,21500.0,11,0.2752,6510.333333333333
Subaru,WRX Limited,2015,91000,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,19000.0,11,0.20878891440753397,7583.333333333333
Dodge,Ram 2500 SLT Quad Cab,2003,114000,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,10700.0,23,0.09385882579977368,4750.0
Subaru,WRX Limited,2015,76000,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,21000.0,11,0.27631215378745017,6333.333333333333
Audi,RS 4 4.2 quattro L,2008,146500,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,30000.0,18,0.20477675920300886,7710.526315789473
Porsche,911 Carrera,2007,26021,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,None reported,Yes,53999.0,19,2.07512873722235,1301.05
Audi,A4 2.0T Premium Plus,2015,73000,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,17200.0,11,0.23561321077793454,6083.333333333333
Audi,A4 3.2 Premium Plus quattro,2009,153000,Gasoline,265.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,8700.0,17,0.056862373448539553,8500.0
Ford,Excursion Limited,2003,67550,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Gold,Beige,None reported,Yes,30000.0,23,0.4441088955011769,2814.5833333333335
Ford,Excursion Limited,2004,170000,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,None reported,Yes,8500.0,22,0.049999705884083034,7391.304347826087
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2017,53000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,47500.0,9,0.8962095054810286,5300.0
Audi,Q8 3.0T Prestige,2019,54900,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gold,Black,At least 1 accident or damage reported,Yes,48500.0,7,0.8834083167884009,6862.5
BMW,X5 xDrive35i,2016,89000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,24000.0,10,0.2696598914618937,8090.909090909091
Ford,Bronco Base,2022,6200,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,Black,None reported,Yes,49000.0,4,7.901951298177713,1240.0
Ford,F-150 XLT,2021,51808,Gasoline,5.0L V8 32V PDI DOHC,10-Speed Automatic,Silver,Black,None reported,Yes,42388.0,5,0.8181590071223147,8634.666666666666
Hyundai,Genesis Coupe 3.8 Track,2013,89000,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,12500.0,13,0.14044786013640295,6357.142857142857
Mercedes-Benz,E-Class E 400 4MATIC,2018,45203,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,White,Saddle Brown,None reported,Yes,39853.0,8,0.8816255198654986,5022.555555555556
Audi,S5 3.0T Prestige,2022,14739,Gasoline,3.0L,1-Speed Automatic,Daytona Gray Pearl Effect,Black,None reported,Yes,61900.0,4,4.199457259158752,2947.8
